Year,Performance Level,Result (%),PercProf,PercProfLEA,PercProfSTATE,Assessment,Gender,Service,Race
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Male,Homeless,Hispanic
2022,PL 3/4,0.267,26.7,26.7,10.9,3ELA,Male,Homeless,Hispanic
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,2+
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,2+
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,2+
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,2+
2022,PL 3/4,0.00,0.0,0.0,20.6,3ELA,Male,Homeless,2+
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,White
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,White
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,White
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Homeless,White
2022,PL 3/4,0.00,0.0,0.0,15.6,3ELA,Male,Homeless,White
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,All Students
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,All Students
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,All Students
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,All Students
2022,PL 3/4,0.00,0.0,0.0,15.2,3ELA,Male,Foster Care,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,African Am.
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,African Am.
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,African Am.
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,African Am.
2022,PL 3/4,0.00,0.0,0.0,12.2,3ELA,Male,Foster Care,African Am.
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,White
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,White
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,White
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Foster Care,White
2022,PL 3/4,0.00,0.0,0.0,33.3,3ELA,Male,Foster Care,White
2022,PL 1,0.051,0.0,0.0,0.0,3ELA,Male,Military Connected,All Students
2022,PL 2,0.373,0.0,0.0,0.0,3ELA,Male,Military Connected,All Students
2022,PL 3,0.525,0.0,0.0,0.0,3ELA,Male,Military Connected,All Students
2022,PL 4,0.051,0.0,0.0,0.0,3ELA,Male,Military Connected,All Students
2022,PL 3/4,0.576,57.6,57.6,61.9,3ELA,Male,Military Connected,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,Asian
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,Asian
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,Asian
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,Asian
2022,PL 3/4,0.00,0.0,0.0,52.9,3ELA,Male,Military Connected,Asian
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,African Am.
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,African Am.
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,African Am.
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,African Am.
2022,PL 3/4,0.00,0.0,0.0,44.7,3ELA,Male,Military Connected,African Am.
2022,PL 1,0.167,0.0,0.0,0.0,3ELA,Male,Military Connected,Hispanic
2022,PL 2,0.417,0.0,0.0,0.0,3ELA,Male,Military Connected,Hispanic
2022,PL 3,0.417,0.0,0.0,0.0,3ELA,Male,Military Connected,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Male,Military Connected,Hispanic
2022,PL 3/4,0.417,41.7,41.7,56.6,3ELA,Male,Military Connected,Hispanic
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,2+
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,2+
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,2+
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Male,Military Connected,2+
2022,PL 3/4,0.00,0.0,0.0,70.6,3ELA,Male,Military Connected,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Male,Military Connected,White
2022,PL 2,0.367,0.0,0.0,0.0,3ELA,Male,Military Connected,White
2022,PL 3,0.567,0.0,0.0,0.0,3ELA,Male,Military Connected,White
2022,PL 4,0.067,0.0,0.0,0.0,3ELA,Male,Military Connected,White
2022,PL 3/4,0.633,63.3,63.3,66.4,3ELA,Male,Military Connected,White
2022,PL 1,0.057,0.0,0.0,0.0,3ELA,Female,All Students,All Students
2022,PL 2,0.321,0.0,0.0,0.0,3ELA,Female,All Students,All Students
2022,PL 3,0.514,0.0,0.0,0.0,3ELA,Female,All Students,All Students
2022,PL 4,0.107,0.0,0.0,0.0,3ELA,Female,All Students,All Students
2022,PL 3/4,0.621,62.1,62.1,49.9,3ELA,Female,All Students,All Students
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,All Students,Am. Ind/AK
2022,PL 2,0.6,0.0,0.0,0.0,3ELA,Female,All Students,Am. Ind/AK
2022,PL 3,0.4,0.0,0.0,0.0,3ELA,Female,All Students,Am. Ind/AK
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,All Students,Am. Ind/AK
2022,PL 3/4,0.4,40.0,40.0,37.6,3ELA,Female,All Students,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,All Students,Asian
2022,PL 2,0.133,0.0,0.0,0.0,3ELA,Female,All Students,Asian
2022,PL 3,0.624,0.0,0.0,0.0,3ELA,Female,All Students,Asian
2022,PL 4,0.23,0.0,0.0,0.0,3ELA,Female,All Students,Asian
2022,PL 3/4,0.854,85.4,85.4,78.0,3ELA,Female,All Students,Asian
2022,PL 1,0.059,0.0,0.0,0.0,3ELA,Female,All Students,African Am.
2022,PL 2,0.371,0.0,0.0,0.0,3ELA,Female,All Students,African Am.
2022,PL 3,0.518,0.0,0.0,0.0,3ELA,Female,All Students,African Am.
2022,PL 4,0.052,0.0,0.0,0.0,3ELA,Female,All Students,African Am.
2022,PL 3/4,0.57,57.0,57.0,37.7,3ELA,Female,All Students,African Am.
2022,PL 1,0.113,0.0,0.0,0.0,3ELA,Female,All Students,Hispanic
2022,PL 2,0.504,0.0,0.0,0.0,3ELA,Female,All Students,Hispanic
2022,PL 3,0.351,0.0,0.0,0.0,3ELA,Female,All Students,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,All Students,Hispanic
2022,PL 3/4,0.383,38.3,38.3,32.5,3ELA,Female,All Students,Hispanic
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,All Students,HI/Pac. Isl.
2022,PL 2,0.294,0.0,0.0,0.0,3ELA,Female,All Students,HI/Pac. Isl.
2022,PL 3,0.647,0.0,0.0,0.0,3ELA,Female,All Students,HI/Pac. Isl.
2022,PL 4,0.059,0.0,0.0,0.0,3ELA,Female,All Students,HI/Pac. Isl.
2022,PL 3/4,0.706,70.6,70.6,54.7,3ELA,Female,All Students,HI/Pac. Isl.
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,All Students,2+
2022,PL 2,0.195,0.0,0.0,0.0,3ELA,Female,All Students,2+
2022,PL 3,0.593,0.0,0.0,0.0,3ELA,Female,All Students,2+
2022,PL 4,0.182,0.0,0.0,0.0,3ELA,Female,All Students,2+
2022,PL 3/4,0.775,77.5,77.5,56.8,3ELA,Female,All Students,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,All Students,White
2022,PL 2,0.149,0.0,0.0,0.0,3ELA,Female,All Students,White
2022,PL 3,0.661,0.0,0.0,0.0,3ELA,Female,All Students,White
2022,PL 4,0.179,0.0,0.0,0.0,3ELA,Female,All Students,White
2022,PL 3/4,0.84,84.0,84.0,65.9,3ELA,Female,All Students,White
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,All Students
2022,PL 2,0.317,0.0,0.0,0.0,3ELA,Female,ADA 504,All Students
2022,PL 3,0.552,0.0,0.0,0.0,3ELA,Female,ADA 504,All Students
2022,PL 4,0.11,0.0,0.0,0.0,3ELA,Female,ADA 504,All Students
2022,PL 3/4,0.662,66.2,66.2,48.1,3ELA,Female,ADA 504,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,ADA 504,Asian
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,ADA 504,Asian
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,ADA 504,Asian
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,ADA 504,Asian
2022,PL 3/4,0.00,0.0,0.0,83.3,3ELA,Female,ADA 504,Asian
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,African Am.
2022,PL 2,0.176,0.0,0.0,0.0,3ELA,Female,ADA 504,African Am.
2022,PL 3,0.706,0.0,0.0,0.0,3ELA,Female,ADA 504,African Am.
2022,PL 4,0.118,0.0,0.0,0.0,3ELA,Female,ADA 504,African Am.
2022,PL 3/4,0.824,82.4,82.4,25.4,3ELA,Female,ADA 504,African Am.
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,Hispanic
2022,PL 2,0.55,0.0,0.0,0.0,3ELA,Female,ADA 504,Hispanic
2022,PL 3,0.375,0.0,0.0,0.0,3ELA,Female,ADA 504,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,Hispanic
2022,PL 3/4,0.4,40.0,40.0,35.6,3ELA,Female,ADA 504,Hispanic
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,2+
2022,PL 2,0.364,0.0,0.0,0.0,3ELA,Female,ADA 504,2+
2022,PL 3,0.545,0.0,0.0,0.0,3ELA,Female,ADA 504,2+
2022,PL 4,0.091,0.0,0.0,0.0,3ELA,Female,ADA 504,2+
2022,PL 3/4,0.636,63.6,63.6,45.5,3ELA,Female,ADA 504,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,ADA 504,White
2022,PL 2,0.239,0.0,0.0,0.0,3ELA,Female,ADA 504,White
2022,PL 3,0.606,0.0,0.0,0.0,3ELA,Female,ADA 504,White
2022,PL 4,0.141,0.0,0.0,0.0,3ELA,Female,ADA 504,White
2022,PL 3/4,0.746,74.6,74.6,60.5,3ELA,Female,ADA 504,White
2022,PL 1,0.12,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,All Students
2022,PL 2,0.53,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,All Students
2022,PL 3,0.329,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,All Students
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,All Students
2022,PL 3/4,0.35,35.0,35.0,27.6,3ELA,Female,Economically Disadvantaged,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Am. Ind/AK
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Am. Ind/AK
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Am. Ind/AK
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Am. Ind/AK
2022,PL 3/4,0.00,0.0,0.0,24.2,3ELA,Female,Economically Disadvantaged,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Asian
2022,PL 2,0.429,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Asian
2022,PL 3,0.476,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Asian
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Asian
2022,PL 3/4,0.524,52.4,52.4,51.8,3ELA,Female,Economically Disadvantaged,Asian
2022,PL 1,0.109,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,African Am.
2022,PL 2,0.509,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,African Am.
2022,PL 3,0.358,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,African Am.
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,African Am.
2022,PL 3/4,0.382,38.2,38.2,23.7,3ELA,Female,Economically Disadvantaged,African Am.
2022,PL 1,0.147,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Hispanic
2022,PL 2,0.578,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Hispanic
2022,PL 3,0.268,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,Hispanic
2022,PL 3/4,0.275,27.5,27.5,25.2,3ELA,Female,Economically Disadvantaged,Hispanic
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,HI/Pac. Isl.
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,HI/Pac. Isl.
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,HI/Pac. Isl.
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,HI/Pac. Isl.
2022,PL 3/4,0.00,0.0,0.0,43.8,3ELA,Female,Economically Disadvantaged,HI/Pac. Isl.
2022,PL 1,0.073,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,2+
2022,PL 2,0.39,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,2+
2022,PL 3,0.463,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,2+
2022,PL 4,0.073,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,2+
2022,PL 3/4,0.537,53.7,53.7,32.4,3ELA,Female,Economically Disadvantaged,2+
2022,PL 1,0.063,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,White
2022,PL 2,0.438,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,White
2022,PL 3,0.406,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,White
2022,PL 4,0.094,0.0,0.0,0.0,3ELA,Female,Economically Disadvantaged,White
2022,PL 3/4,0.5,50.0,50.0,36.7,3ELA,Female,Economically Disadvantaged,White
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,All Students
2022,PL 2,0.272,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,All Students
2022,PL 3,0.558,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,All Students
2022,PL 4,0.127,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,All Students
2022,PL 3/4,0.685,68.5,68.5,59.1,3ELA,Female,Non-economically Disadvantaged,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Am. Ind/AK
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Am. Ind/AK
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Am. Ind/AK
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Am. Ind/AK
2022,PL 3/4,0.00,0.0,0.0,47.1,3ELA,Female,Non-economically Disadvantaged,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Asian
2022,PL 2,0.113,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Asian
2022,PL 3,0.635,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Asian
2022,PL 4,0.243,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Asian
2022,PL 3/4,0.878,87.8,87.8,81.4,3ELA,Female,Non-economically Disadvantaged,Asian
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,African Am.
2022,PL 2,0.287,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,African Am.
2022,PL 3,0.617,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,African Am.
2022,PL 4,0.068,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,African Am.
2022,PL 3/4,0.685,68.5,68.5,51.8,3ELA,Female,Non-economically Disadvantaged,African Am.
2022,PL 1,0.102,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Hispanic
2022,PL 2,0.479,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Hispanic
2022,PL 3,0.379,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,Hispanic
2022,PL 3/4,0.419,41.9,41.9,34.9,3ELA,Female,Non-economically Disadvantaged,Hispanic
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,HI/Pac. Isl.
2022,PL 2,0.333,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,HI/Pac. Isl.
2022,PL 3,0.6,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,HI/Pac. Isl.
2022,PL 4,0.067,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,HI/Pac. Isl.
2022,PL 3/4,0.667,66.7,66.7,59.5,3ELA,Female,Non-economically Disadvantaged,HI/Pac. Isl.
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,2+
2022,PL 2,0.167,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,2+
2022,PL 3,0.612,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,2+
2022,PL 4,0.198,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,2+
2022,PL 3/4,0.81,81.0,81.0,67.5,3ELA,Female,Non-economically Disadvantaged,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,White
2022,PL 2,0.142,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,White
2022,PL 3,0.667,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,White
2022,PL 4,0.181,0.0,0.0,0.0,3ELA,Female,Non-economically Disadvantaged,White
2022,PL 3/4,0.848,84.8,84.8,71.5,3ELA,Female,Non-economically Disadvantaged,White
2022,PL 1,0.106,0.0,0.0,0.0,3ELA,Female,FARMS,All Students
2022,PL 2,0.512,0.0,0.0,0.0,3ELA,Female,FARMS,All Students
2022,PL 3,0.361,0.0,0.0,0.0,3ELA,Female,FARMS,All Students
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,All Students
2022,PL 3/4,0.383,38.3,38.3,31.8,3ELA,Female,FARMS,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,Am. Ind/AK
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,Am. Ind/AK
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,Am. Ind/AK
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,Am. Ind/AK
2022,PL 3/4,0.00,0.0,0.0,27.7,3ELA,Female,FARMS,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,Asian
2022,PL 2,0.374,0.0,0.0,0.0,3ELA,Female,FARMS,Asian
2022,PL 3,0.512,0.0,0.0,0.0,3ELA,Female,FARMS,Asian
2022,PL 4,0.073,0.0,0.0,0.0,3ELA,Female,FARMS,Asian
2022,PL 3/4,0.585,58.5,58.5,57.8,3ELA,Female,FARMS,Asian
2022,PL 1,0.08,0.0,0.0,0.0,3ELA,Female,FARMS,African Am.
2022,PL 2,0.441,0.0,0.0,0.0,3ELA,Female,FARMS,African Am.
2022,PL 3,0.447,0.0,0.0,0.0,3ELA,Female,FARMS,African Am.
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,African Am.
2022,PL 3/4,0.48,48.0,48.0,29.6,3ELA,Female,FARMS,African Am.
2022,PL 1,0.131,0.0,0.0,0.0,3ELA,Female,FARMS,Hispanic
2022,PL 2,0.574,0.0,0.0,0.0,3ELA,Female,FARMS,Hispanic
2022,PL 3,0.287,0.0,0.0,0.0,3ELA,Female,FARMS,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,Hispanic
2022,PL 3/4,0.295,29.5,29.5,26.5,3ELA,Female,FARMS,Hispanic
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,HI/Pac. Isl.
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,HI/Pac. Isl.
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,HI/Pac. Isl.
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,FARMS,HI/Pac. Isl.
2022,PL 3/4,0.00,0.0,0.0,39.1,3ELA,Female,FARMS,HI/Pac. Isl.
2022,PL 1,0.091,0.0,0.0,0.0,3ELA,Female,FARMS,2+
2022,PL 2,0.382,0.0,0.0,0.0,3ELA,Female,FARMS,2+
2022,PL 3,0.455,0.0,0.0,0.0,3ELA,Female,FARMS,2+
2022,PL 4,0.073,0.0,0.0,0.0,3ELA,Female,FARMS,2+
2022,PL 3/4,0.527,52.7,52.7,37.2,3ELA,Female,FARMS,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,White
2022,PL 2,0.403,0.0,0.0,0.0,3ELA,Female,FARMS,White
2022,PL 3,0.522,0.0,0.0,0.0,3ELA,Female,FARMS,White
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,FARMS,White
2022,PL 3/4,0.567,56.7,56.7,40.8,3ELA,Female,FARMS,White
2022,PL 1,0.132,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,All Students
2022,PL 2,0.563,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,All Students
2022,PL 3,0.298,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,All Students
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,All Students
2022,PL 3/4,0.306,30.6,30.6,22.4,3ELA,Female,Multilingual Learner,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Am. Ind/AK
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Am. Ind/AK
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Am. Ind/AK
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Am. Ind/AK
2022,PL 3/4,0.00,0.0,0.0,11.1,3ELA,Female,Multilingual Learner,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Asian
2022,PL 2,0.386,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Asian
2022,PL 3,0.521,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Asian
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Asian
2022,PL 3/4,0.564,56.4,56.4,46.1,3ELA,Female,Multilingual Learner,Asian
2022,PL 1,0.072,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,African Am.
2022,PL 2,0.46,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,African Am.
2022,PL 3,0.46,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,African Am.
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,African Am.
2022,PL 3/4,0.468,46.8,46.8,37.7,3ELA,Female,Multilingual Learner,African Am.
2022,PL 1,0.157,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Hispanic
2022,PL 2,0.614,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Hispanic
2022,PL 3,0.227,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Hispanic
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,Hispanic
2022,PL 3/4,0.229,22.9,22.9,17.6,3ELA,Female,Multilingual Learner,Hispanic
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,HI/Pac. Isl.
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,HI/Pac. Isl.
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,HI/Pac. Isl.
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,HI/Pac. Isl.
2022,PL 3/4,0.00,0.0,0.0,25.0,3ELA,Female,Multilingual Learner,HI/Pac. Isl.
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,2+
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,2+
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,2+
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,2+
2022,PL 3/4,0.00,0.0,0.0,35.3,3ELA,Female,Multilingual Learner,2+
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,White
2022,PL 2,0.333,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,White
2022,PL 3,0.593,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,White
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Multilingual Learner,White
2022,PL 3/4,0.63,63.0,63.0,48.3,3ELA,Female,Multilingual Learner,White
2022,PL 1,0.126,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,All Students
2022,PL 2,0.567,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,All Students
2022,PL 3,0.277,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,All Students
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,All Students
2022,PL 3/4,0.307,30.7,30.7,16.3,3ELA,Female,Students with Disabilities,All Students
2022,PL 1,0.00,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Am. Ind/AK
2022,PL 2,0.00,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Am. Ind/AK
2022,PL 3,0.00,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Am. Ind/AK
2022,PL 4,0.00,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Am. Ind/AK
2022,PL 3/4,0.00,0.0,0.0,14.3,3ELA,Female,Students with Disabilities,Am. Ind/AK
2022,PL 1,0.05,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Asian
2022,PL 2,0.37,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Asian
2022,PL 3,0.481,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Asian
2022,PL 4,0.111,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,Asian
2022,PL 3/4,0.593,59.3,59.3,37.0,3ELA,Female,Students with Disabilities,Asian
2022,PL 1,0.156,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,African Am.
2022,PL 2,0.646,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,African Am.
2022,PL 3,0.198,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,African Am.
2022,PL 4,0.05,0.0,0.0,0.0,3ELA,Female,Students with Disabilities,African Am.
2022,PL 3/4,0.198,19.8,19.8,7.6,3ELA,Female,Students with Disabilities,African Am.
